FRANCHISE_ID,ID,NAME,AREA,BUILDING,PHONE,CUISINE_DESCRIPTION,PHONE_AREA_CODE,FRANCHISE_LOCATION_COUNT,IS_FRANCHISE
3 TIMES_3_50127730,50127730,3 TIMES,RICHMOND HILL,483,9293077777,Chinese,929,3,True
3 TOWNS CAFE_1_50134705,50134705,3 TOWNS CAFE,ETOBICOKE,25-68,7182101933,Coffee/Tea,718,1,False
3-J RESTAURANT AND PIZZA_1_50003350,50003350,3-J RESTAURANT AND PIZZA,NORTH YORK,554A,3473461381,Latin American,347,1,False
301 1ST AVE DORM_1_50113364,50113364,301 1ST AVE DORM,TORONTO,301,6469398365,American,646,1,False
301_1_50066549,50066549,301,ETOBICOKE,86-03,7183187800,Chinese,718,1,False
303 FARE LLC_1_50178295,50178295,303 FARE LLC,RICHMOND HILL,570,6465418940,,646,1,False
31 LILY'S_1_50142568,50142568,31 LILY'S,TORONTO,31,6462552461,Asian/Asian Fusion,646,1,False
310 BOWERY BAR_1_50041799,50041799,310 BOWERY BAR,TORONTO,310,9734545129,American,973,1,False
3145 B4 LLC_1_50169655,50169655,3145 B4 LLC,RICHMOND HILL,3145,6465848800,,646,1,False
314COTTI INC._1_50178017,50178017,314COTTI INC.,RICHMOND HILL,314,6466620009,,646,1,False
32-14 KINSHIP COFFEE INC._1_50175151,50175151,32-14 KINSHIP COFFEE INC.,TORONTO,106,6465122106,,646,1,False
326 FRESH STOP_1_50175438,50175438,326 FRESH STOP,TORONTO,326,2122020540,"Juice, Smoothies, Fruit Salads",212,1,False
328BEDFORDSHOP LLC_1_50178283,50178283,328BEDFORDSHOP LLC,RICHMOND HILL,328,5163558385,,516,1,False
"33 HOTEL, NYC, SEAPORT_1_50134810",50134810,"33 HOTEL, NYC, SEAPORT",TORONTO,33,2127666600,American,212,1,False
33 WEST 54TH STREET LLC_1_50176127,50176127,33 WEST 54TH STREET LLC,TORONTO,33,9172098005,,917,1,False
333 LOUNGE_1_50046578,50046578,333 LOUNGE,RICHMOND HILL,333,9176098864,Caribbean,917,1,False
345 CANTINA_1_50044438,50044438,345 CANTINA,TORONTO,345,2124770617,Mexican,212,1,False
34TH BAGELS AND MORE_1_50089009,50089009,34TH BAGELS AND MORE,TORONTO,365,6462384868,Bagels/Pretzels,646,1,False
350 CHICKEN CORP_1_50174469,50174469,350 CHICKEN CORP,TORONTO,350,3478921929,,347,1,False
357 HONG KONG CAFE_1_50142666,50142666,357 HONG KONG CAFE,RICHMOND HILL,357,6468810106,Chinese,646,1,False
"35TH AVE HOTEL, LLC_1_50140371",50140371,"35TH AVE HOTEL, LLC",ETOBICOKE,36-03,9293291500,,929,1,False
36 LUNAR KITCHEN_1_50157668,50157668,36 LUNAR KITCHEN,RICHMOND HILL,5117,3472054162,Asian/Asian Fusion,347,1,False
369 BBQ_1_50101121,50101121,369 BBQ,ETOBICOKE,46-20,7186120923,Asian/Asian Fusion,718,1,False
375 CHICKEN 'N FRIES_4_50140679,50140679,375 CHICKEN 'N FRIES,ETOBICOKE,213-05,7188198123,Chicken,718,4,True
375 CHICKEN 'N FRIES_4_50160540,50160540,375 CHICKEN 'N FRIES,TORONTO,12,9296437131,Chicken,929,4,True
375 CHICKEN 'N FRIES_4_50161190,50161190,375 CHICKEN 'N FRIES,TORONTO,310,7189158091,,718,4,True
375 CHICKEN 'N FRIES_4_50164534,50164534,375 CHICKEN 'N FRIES,RICHMOND HILL,1292,7187906283,,718,4,True
375 CHICKEN N FRIES_1_50113589,50113589,375 CHICKEN N FRIES,TORONTO,649,3477558666,Chicken,347,1,False
375 CHICKEN N' FRIES_1_50062581,50062581,375 CHICKEN N' FRIES,TORONTO,124,6466827578,Chicken,646,1,False
375 CHICKEN_1_50141291,50141291,375 CHICKEN,RICHMOND HILL,158,8483133137,Other,848,1,False
3824 MUNCHIES LLC_1_50168612,50168612,3824 MUNCHIES LLC,RICHMOND HILL,3824,9179121135,,917,1,False
39 PRINCE CAFE_1_50165970,50165970,39 PRINCE CAFE,ETOBICOKE,39-07,6464095659,Chinese,646,1,False
390 SOCIAL_1_50123570,50123570,390 SOCIAL,RICHMOND HILL,390,7187342902,Tapas,718,1,False
3A'S LEGACY SALAD & GRILL_1_50089076,50089076,3A'S LEGACY SALAD & GRILL,NORTH YORK,445,3476570910,Soups/Salads/Sandwiches,347,1,False
3M BAR & GRILL_1_50130275,50130275,3M BAR & GRILL,ETOBICOKE,119-15,7183743144,Indian,718,1,False
3RD & 7_1_50077278,50077278,3RD & 7,RICHMOND HILL,3622,7183366300,American,718,1,False
3RD FLOOR COFFEE BAR_1_50062503,50062503,3RD FLOOR COFFEE BAR,TORONTO,200,6464465150,Coffee/Tea,646,1,False
3SON LJ INC._1_50176344,50176344,3SON LJ INC.,ETOBICOKE,37-04,9173493473,,917,1,False
4 BOY 99 CENT PIZZA_1_50117066,50117066,4 BOY 99 CENT PIZZA,TORONTO,252,9292615088,Pizza,929,1,False
4 BOY PIZZA_1_50156973,50156973,4 BOY PIZZA,TORONTO,666,6468640012,Pizza,646,1,False
4 CAMINOS_1_50079571,50079571,4 CAMINOS,ETOBICOKE,67-22,7184188853,Mexican,718,1,False
4 CHARLES PRIME RIB_1_50058113,50058113,4 CHARLES PRIME RIB,TORONTO,4,3127183209,Steakhouse,312,1,False
4 MILLICAFE & CARRIBEAN CUISINE_1_50120729,50120729,4 MILLICAFE & CARRIBEAN CUISINE,ETOBICOKE,146-12,6469730826,Caribbean,646,1,False
4 TWENTY BAR & LOUNGE_1_50139431,50139431,4 TWENTY BAR & LOUNGE,TORONTO,420,3475133649,Spanish,347,1,False
4 W PARRILLA RESTAURANT_1_50176178,50176178,4 W PARRILLA RESTAURANT,NORTH YORK,855,3318030279,Spanish,331,1,False
40 CARROTS_1_50151197,50151197,40 CARROTS,TORONTO,1000,2127053085,American,212,1,False
401 LUCKY STAR RESTAURANT_1_50006978,50006978,401 LUCKY STAR RESTAURANT,RICHMOND HILL,401,7184852633,Chinese,718,1,False
41-17 HOSPITALITY GROUP CORP_1_50177587,50177587,41-17 HOSPITALITY GROUP CORP,TORONTO,4117,3475320681,,347,1,False
425 PARK_1_50143594,50143594,425 PARK,TORONTO,425,2127516921,Other,212,1,False
42ND STREET PIZZA DINER_1_40605319,40605319,42ND STREET PIZZA DINER,TORONTO,647,2125944312,American,212,1,False
44 & X_1_40809948,40809948,44 & X,TORONTO,622,2129771170,New American,212,1,False
444 TENTH F&B LLC_1_50177496,50177496,444 TENTH F&B LLC,TORONTO,444,9297552708,,929,1,False
45 TIMES SQUARE HOTEL_1_50147476,50147476,45 TIMES SQUARE HOTEL,TORONTO,125,2123542323,Continental,212,1,False
456 NEW SHANGHAI RESTAURANT_1_50084817,50084817,456 NEW SHANGHAI RESTAURANT,TORONTO,69,9172569153,Chinese,917,1,False
4618 BAKERY_1_41582797,41582797,4618 BAKERY,RICHMOND HILL,4618,7184384820,Bakery Products/Desserts,718,1,False
4747LIC_1_50135356,50135356,4747LIC,ETOBICOKE,47-25,9174189629,New American,917,1,False
4AM BAR_1_50159193,50159193,4AM BAR,RICHMOND HILL,1446,9292588412,,929,1,False
4TH FLOOR CAFETERIA_1_50139396,50139396,4TH FLOOR CAFETERIA,TORONTO,221,5706758100,American,570,1,False
5 ACRES_1_50129856,50129856,5 ACRES,TORONTO,10,6462717470,American,646,1,False
5 BAR KARAOKE_1_50126705,50126705,5 BAR KARAOKE,TORONTO,38,2125946644,American,212,1,False
5 BURRO CAFE_1_40390163,40390163,5 BURRO CAFE,ETOBICOKE,72-05,7185442984,Mexican,718,1,False
5 DE MAYO RESTAURANT_1_50084549,50084549,5 DE MAYO RESTAURANT,ETOBICOKE,108-09,7182715290,Mexican,718,1,False
5 ESTRELLA BAKERY_1_41166881,41166881,5 ESTRELLA BAKERY,TORONTO,3861,2127955000,Bakery Products/Desserts,212,1,False
5 ESTRELLAS BAKERY AND RESTAURANT_1_50125950,50125950,5 ESTRELLAS BAKERY AND RESTAURANT,TORONTO,3451,2129331985,Spanish,212,1,False
5 NAPKIN BURGER_1_41460077,41460077,5 NAPKIN BURGER,TORONTO,2315,2123334488,Hamburgers,212,1,False
5 OCLOCK SOMEWHERE_1_50117652,50117652,5 OCLOCK SOMEWHERE,TORONTO,560,2122213007,American,212,1,False
5 PENN COFFEE BAR_1_50178911,50178911,5 PENN COFFEE BAR,TORONTO,5,7043286780,,704,1,False
5 STAR BANQUET_1_50064069,50064069,5 STAR BANQUET,ETOBICOKE,13-05,7187848484,Indian,718,1,False
5 STAR CHEESE STEAK AND PIZZA_1_50100251,50100251,5 STAR CHEESE STEAK AND PIZZA,TORONTO,2039,2129871540,Pizza,212,1,False
5 STAR PIZZA_1_50104980,50104980,5 STAR PIZZA,NORTH YORK,295,3478437342,Pizza,347,1,False
5 STAR VILLAGE CAFE_1_41699662,41699662,5 STAR VILLAGE CAFE,RICHMOND HILL,1968,7189753373,Russian,718,1,False
5 STARS PIZZA PASTA & BURGERS II_1_50162172,50162172,5 STARS PIZZA PASTA & BURGERS II,NORTH YORK,2454,7185005281,Pizza,718,1,False
50 B FB LLC_1_50173346,50173346,50 B FB LLC,TORONTO,50,6466394901,,646,1,False
50 BAY_1_50135256,50135256,50 BAY,ETOBICOKE,150-50,7183532328,Chinese,718,1,False
50A STAND_1_50171836,50171836,50A STAND,TORONTO,1260,2124857431,,212,1,False
51 PIZZA_1_50126161,50126161,51 PIZZA,TORONTO,51,2122289488,Pizza,212,1,False
515 SPORTS LOUNGE_1_50163541,50163541,515 SPORTS LOUNGE,TORONTO,2376,6468797762,,646,1,False
51ST BAKERY & CAFE_1_50131296,50131296,51ST BAKERY & CAFE,ETOBICOKE,May-33,3478823543,Bakery Products/Desserts,347,1,False
51ST STAND_1_50171838,50171838,51ST STAND,TORONTO,1260,2124857431,,212,1,False
52 COURT TB LLC_1_50178214,50178214,52 COURT TB LLC,RICHMOND HILL,52,2126191222,,212,1,False
52ND BRO SUSHI_1_50155591,50155591,52ND BRO SUSHI,ETOBICOKE,52-21,7185079204,Japanese,718,1,False
53 A.D._1_50160844,50160844,53 A.D.,RICHMOND HILL,53,7576753791,,757,1,False
5302 BBQ HOUSE INC_1_50173617,50173617,5302 BBQ HOUSE INC,RICHMOND HILL,5302,3472005298,,347,1,False
532 COURT_1_50151973,50151973,532 COURT,RICHMOND HILL,532,9175182169,,917,1,False
535 MADISON CAFE_1_41286929,41286929,535 MADISON CAFE,TORONTO,535,2123084177,American,212,1,False
53_1_50114428,50114428,53,TORONTO,53,2015665770,Asian/Asian Fusion,201,1,False
54 BELOW_1_41663204,41663204,54 BELOW,TORONTO,254,6464763551,American,646,1,False
55 DELI-COFFEE SHOP_1_50097060,50097060,55 DELI-COFFEE SHOP,ETOBICOKE,55-14,9293259679,Mexican,929,1,False
55 THOMAS CAFE_1_41548334,41548334,55 THOMAS CAFE,TORONTO,55,2128867347,American,212,1,False
57'S ALL AMERICAN GRILL_1_41419342,41419342,57'S ALL AMERICAN GRILL,ETOBICOKE,33-45,7183533057,American,718,1,False
58 MANOR_1_50171330,50171330,58 MANOR,ETOBICOKE,58-02,7184403464,Bangladeshi,718,1,False
5910 CHURCH AVENUE CORP_1_50177801,50177801,5910 CHURCH AVENUE CORP,RICHMOND HILL,5910,7188726036,,718,1,False
593 BAR_1_50139658,50139658,593 BAR,ETOBICOKE,37-64,9176518222,Other,917,1,False
59E59 BAR_1_41023553,41023553,59E59 BAR,TORONTO,59,2127535959,American,212,1,False
5C CAFE & CULTURAL CENTER_1_50040962,50040962,5C CAFE & CULTURAL CENTER,TORONTO,68,2124775993,Coffee/Tea,212,1,False
5IVE SPICE_3_50095130,50095130,5IVE SPICE,RICHMOND HILL,52,7188573483,Asian/Asian Fusion,718,3,True
5IVE SPICE_3_50108087,50108087,5IVE SPICE,TORONTO,227,9174092605,Asian/Asian Fusion,917,3,True
5IVE SPICE_3_50130331,50130331,5IVE SPICE,TORONTO,363,6466392526,Southeast Asian,646,3,True
5IVE STEAK_1_41362513,41362513,5IVE STEAK,ETOBICOKE,0,6464775291,Steakhouse,646,1,False
5S_1_50174730,50174730,5S,TORONTO,179,3475745960,,347,1,False
5TH & MAD_1_41219092,41219092,5TH & MAD,TORONTO,7,2127252353,Irish,212,1,False
5TH AVE KITCHEN LLC_1_50174488,50174488,5TH AVE KITCHEN LLC,RICHMOND HILL,606A,7182246030,,718,1,False
5TH AVENUE TERRACE (2ND FLOOR)_1_50159467,50159467,5TH AVENUE TERRACE (2ND FLOOR),TORONTO,114,6466674558,Coffee/Tea,646,1,False
5TH FLOOR BAR / HABIBTI BAR_1_50141221,50141221,5TH FLOOR BAR / HABIBTI BAR,RICHMOND HILL,154,9738656298,,973,1,False
6 NYC_1_50164737,50164737,6 NYC,RICHMOND HILL,481,7187661112,,718,1,False
619 BAR & RESTAURANT EL SALVADORENO_1_50044817,50044817,619 BAR & RESTAURANT EL SALVADORENO,NORTH YORK,395,6466378179,Latin American,646,1,False
624 KAM HAI CHINESE FOOD_1_50007193,50007193,624 KAM HAI CHINESE FOOD,RICHMOND HILL,624,7187159889,Chinese,718,1,False
65 KUHO SUSHI & HOT POT_1_50161664,50161664,65 KUHO SUSHI & HOT POT,RICHMOND HILL,1701,9173028998,Fusion,917,1,False
65 MARKET PLACE_1_50095943,50095943,65 MARKET PLACE,TORONTO,65,6467915581,American,646,1,False
66 & 11 CORNER KITCHEN_1_50170401,50170401,66 & 11 CORNER KITCHEN,RICHMOND HILL,6522,9179128839,Other,917,1,False
66 CLUB_1_50120455,50120455,66 CLUB,RICHMOND HILL,815,5165039739,Chinese,516,1,False
678 DELI_1_50044248,50044248,678 DELI,ETOBICOKE,88-20,7188801496,Sandwiches,718,1,False
68 JAY STREET BAR_1_40978834,40978834,68 JAY STREET BAR,RICHMOND HILL,68,7182608207,American,718,1,False
69 BAR_1_41420397,41420397,69 BAR,ETOBICOKE,38-21,3475437183,Bottled Beverages,347,1,False
69 PIZZERIA_1_41645673,41645673,69 PIZZERIA,ETOBICOKE,49-17,7188988899,Pizza,718,1,False
698 CAFE_1_50093984,50093984,698 CAFE,ETOBICOKE,39-07,7182107369,Chinese,718,1,False
69TH COFFEE SHOP_1_50115644,50115644,69TH COFFEE SHOP,ETOBICOKE,50-01,7183534664,Latin American,718,1,False
6B_1_50017241,50017241,6B,TORONTO,60,2129222110,American,212,1,False
6TH AVE CAFE INC_1_50102000,50102000,6TH AVE CAFE INC,RICHMOND HILL,610,9293376522,Chinese,929,1,False
6TH FLOOR CAFE_1_50118814,50118814,6TH FLOOR CAFE,TORONTO,250,9177103344,American,917,1,False
7 BEANS_1_50165238,50165238,7 BEANS,RICHMOND HILL,2375,9178707837,Coffee/Tea,917,1,False
7 CAFETERIA_1_50168245,50168245,7 CAFETERIA,SCARBOROUGH,1,9176056437,Bangladeshi,917,1,False
7 ELEPHANTS_1_50104959,50104959,7 ELEPHANTS,TORONTO,221,9293261203,Thai,929,1,False
7 GRAMS CAFFE_2_50014520,50014520,7 GRAMS CAFFE,TORONTO,275,6463681858,Coffee/Tea,646,2,True
7 GRAMS CAFFE_2_50085369,50085369,7 GRAMS CAFFE,TORONTO,76,2127271777,Coffee/Tea,212,2,True
7 OLD FULTON_1_41454767,41454767,7 OLD FULTON,RICHMOND HILL,7,7187970007,Italian,718,1,False
7 SEMIYA INC_1_50166614,50166614,7 SEMIYA INC,RICHMOND HILL,3120,7187084292,,718,1,False
7 SPICES_1_41584120,41584120,7 SPICES,NORTH YORK,,3473268646,Caribbean,347,1,False
7 SPRING_1_50168892,50168892,7 SPRING,TORONTO,7,9095757414,Coffee/Tea,909,1,False
7 STREET BURGER_1_50123211,50123211,7 STREET BURGER,TORONTO,1603,5733554794,American,573,1,False
7 TASY PIZZA & FRIED CHICKEN_1_50178929,50178929,7 TASY PIZZA & FRIED CHICKEN,RICHMOND HILL,1231,7186760089,Chicken,718,1,False
70 7TH AVENUE SOUTH THEROS LLC_1_50177123,50177123,70 7TH AVENUE SOUTH THEROS LLC,ETOBICOKE,30-09,6468076482,,646,1,False
718 BISTRO_1_50079429,50079429,718 BISTRO,RICHMOND HILL,360,7189751999,Middle Eastern,718,1,False
718 HOOKAH LOUNGE_1_41660841,41660841,718 HOOKAH LOUNGE,ETOBICOKE,72-13,7185207213,Mediterranean,718,1,False
723 LIFE INC_1_50161857,50161857,723 LIFE INC,TORONTO,723,2019374199,,201,1,False
72ND EATERY_1_40401834,40401834,72ND EATERY,TORONTO,261,2127217800,American,212,1,False
74 WYTHE_1_50134610,50134610,74 WYTHE,RICHMOND HILL,74,3109987706,American,310,1,False
74WYTHE_1_50109965,50109965,74WYTHE,RICHMOND HILL,74,9177909361,,917,1,False
75 BLUE BAR_1_50111778,50111778,75 BLUE BAR,ETOBICOKE,75-18,9173452202,Bottled Beverages,917,1,False
750 MYRTLE DINER_1_50034497,50034497,750 MYRTLE DINER,RICHMOND HILL,750,7187585298,Japanese,718,1,False
77 BURGER_1_50088377,50088377,77 BURGER,TORONTO,77,2128250354,Hamburgers,212,1,False
77 WEST BISTRO_1_50100388,50100388,77 WEST BISTRO,TORONTO,77,9144507990,American,914,1,False
773 LOUNGE_1_41386038,41386038,773 LOUNGE,RICHMOND HILL,773,9173328721,American,917,1,False
786 CROWN CHICKEN & PIZZA_1_50125990,50125990,786 CROWN CHICKEN & PIZZA,RICHMOND HILL,407,3478411401,Chicken,347,1,False
786 PERI PERI GRILL_1_50169329,50169329,786 PERI PERI GRILL,ETOBICOKE,182-15,9293858123,American,929,1,False
787 COFFEE CO_1_50120873,50120873,787 COFFEE CO,TORONTO,72,9172658357,Coffee/Tea,917,1,False
787 COFFEE ROASTERS_2_50095342,50095342,787 COFFEE ROASTERS,TORONTO,101,9082308846,Coffee/Tea,908,2,True
787 COFFEE ROASTERS_2_50136293,50136293,787 COFFEE ROASTERS,TORONTO,251,6464540133,Coffee/Tea,646,2,True
787 COFFEE_15_50083647,50083647,787 COFFEE,TORONTO,131,6466492774,Coffee/Tea,646,15,True
787 COFFEE_15_50106006,50106006,787 COFFEE,TORONTO,100,9174004212,Coffee/Tea,917,15,True
787 COFFEE_15_50106008,50106008,787 COFFEE,TORONTO,228,9082308846,Coffee/Tea,908,15,True
787 COFFEE_15_50107622,50107622,787 COFFEE,TORONTO,340,9172658191,Coffee/Tea,917,15,True
787 COFFEE_15_50114976,50114976,787 COFFEE,TORONTO,66,6464499200,Mexican,646,15,True
787 COFFEE_15_50114980,50114980,787 COFFEE,TORONTO,159,9174004212,Coffee/Tea,917,15,True
787 COFFEE_15_50120779,50120779,787 COFFEE,TORONTO,93,9174004212,Coffee/Tea,917,15,True
787 COFFEE_15_50121035,50121035,787 COFFEE,NORTH YORK,2430,6466433458,Coffee/Tea,646,15,True
787 COFFEE_15_50123820,50123820,787 COFFEE,TORONTO,310,6466493538,Coffee/Tea,646,15,True
787 COFFEE_15_50124034,50124034,787 COFFEE,TORONTO,256,6466492937,Coffee/Tea,646,15,True
787 COFFEE_15_50131958,50131958,787 COFFEE,TORONTO,204,6468526473,Coffee/Tea,646,15,True
787 COFFEE_15_50132593,50132593,787 COFFEE,RICHMOND HILL,595,3472277795,Coffee/Tea,347,15,True
787 COFFEE_15_50134134,50134134,787 COFFEE,TORONTO,401,6466493196,Coffee/Tea,646,15,True
787 COFFEE_15_50136257,50136257,787 COFFEE,TORONTO,60,9172612897,Coffee/Tea,917,15,True
787 COFFEE_15_50146337,50146337,787 COFFEE,TORONTO,245,9082308846,Coffee/Tea,908,15,True
789 COCINA LATINA RESTAURANT INC._1_50089274,50089274,789 COCINA LATINA RESTAURANT INC.,NORTH YORK,789,7186542067,Spanish,718,1,False
79 AMIGO BAR_1_50129516,50129516,79 AMIGO BAR,ETOBICOKE,79-16,8435353333,Latin American,843,1,False
7B BAR_1_40364518,40364518,7B BAR,TORONTO,108,2126776742,American,212,1,False
7TH AVENUE DONUTS & DINER_1_40846477,40846477,7TH AVENUE DONUTS & DINER,RICHMOND HILL,324,7187683410,Donuts,718,1,False
7TH HEAVEN PIZZA_1_50161091,50161091,7TH HEAVEN PIZZA,TORONTO,2496,6469273600,Pizza,646,1,False
7TH STREET BURGER_21_50109190,50109190,7TH STREET BURGER,TORONTO,91,2013965169,Hamburgers,201,21,True
7TH STREET BURGER_21_50126877,50126877,7TH STREET BURGER,TORONTO,364,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50127736,50127736,7TH STREET BURGER,TORONTO,304,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50129986,50129986,7TH STREET BURGER,TORONTO,424,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50130705,50130705,7TH STREET BURGER,TORONTO,485,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50133483,50133483,7TH STREET BURGER,TORONTO,173,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50135407,50135407,7TH STREET BURGER,TORONTO,80,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50135409,50135409,7TH STREET BURGER,TORONTO,171,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50142580,50142580,7TH STREET BURGER,RICHMOND HILL,177,9178595609,Hamburgers,917,21,True
7TH STREET BURGER_21_50143930,50143930,7TH STREET BURGER,RICHMOND HILL,400,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50148080,50148080,7TH STREET BURGER,RICHMOND HILL,291,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50149096,50149096,7TH STREET BURGER,TORONTO,250,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50150215,50150215,7TH STREET BURGER,TORONTO,1177,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50154895,50154895,7TH STREET BURGER,ETOBICOKE,35-02,7328248529,Hamburgers,732,21,True
7TH STREET BURGER_21_50156808,50156808,7TH STREET BURGER,TORONTO,1276,9292699635,Hamburgers,929,21,True
7TH STREET BURGER_21_50158143,50158143,7TH STREET BURGER,TORONTO,110,6467751851,Hamburgers,646,21,True
7TH STREET BURGER_21_50163391,50163391,7TH STREET BURGER,TORONTO,27,3474908268,Hamburgers,347,21,True
7TH STREET BURGER_21_50168596,50168596,7TH STREET BURGER,RICHMOND HILL,17,7328248529,,732,21,True
7TH STREET BURGER_21_50177229,50177229,7TH STREET BURGER,RICHMOND HILL,1409,7328248529,,732,21,True
7TH STREET BURGER_21_50177233,50177233,7TH STREET BURGER,ETOBICOKE,33-05,7328248529,,732,21,True
7TH STREET BURGER_21_50178703,50178703,7TH STREET BURGER,NORTH YORK,396,7328248529,,732,21,True
8 BILLIARDS AND BAR LLC_1_50173478,50173478,8 BILLIARDS AND BAR LLC,RICHMOND HILL,4008,6465933111,,646,1,False
8 BIT BITES_1_50159730,50159730,8 BIT BITES,RICHMOND HILL,967,9176456213,American,917,1,False
8 KEALOHA JAPANESE CUISINE & SUSHI_1_50156548,50156548,8 KEALOHA JAPANESE CUISINE & SUSHI,TORONTO,330,9175203010,Japanese,917,1,False
8-BIT BITES_4_50120827,50120827,8-BIT BITES,RICHMOND HILL,881,9174441958,American,917,4,True
8-BIT BITES_4_50129502,50129502,8-BIT BITES,RICHMOND HILL,113,3473842336,American,347,4,True
8-BIT BITES_4_50139385,50139385,8-BIT BITES,TORONTO,197,6465332774,American,646,4,True
8-BIT BITES_4_50141923,50141923,8-BIT BITES,TORONTO,77,9176456213,American,917,4,True
809 GRILL & BAR RESTAURANT_1_41183237,41183237,809 GRILL & BAR RESTAURANT,TORONTO,112,2123043800,Latin American,212,1,False
8090 TAIWAN CUISINE (#24)_1_50125408,50125408,8090 TAIWAN CUISINE (#24),ETOBICOKE,133-35,6466831763,Chinese,646,1,False
810 DELI & CAFE_1_40537494,40537494,810 DELI & CAFE,TORONTO,810,2125414136,American,212,1,False
82 STANTON_1_50072002,50072002,82 STANTON,TORONTO,82,9172617595,American,917,1,False
8239 DELI CORP_1_50178588,50178588,8239 DELI CORP,ETOBICOKE,82-39,3474847348,,347,1,False
8282_1_50115163,50115163,8282,TORONTO,84,2017247511,Korean,201,1,False
83 1/2_1_41650149,41650149,83 1/2,TORONTO,345,2127378312,Italian,212,1,False
83 ASIAN_1_50095813,50095813,83 ASIAN,TORONTO,1605,2122880633,Chinese,212,1,False
835 JUICE BAR CORP_1_50177439,50177439,835 JUICE BAR CORP,RICHMOND HILL,835,9295305197,,929,1,False
85°C BAKERY CAFE_1_50162937,50162937,85°C BAKERY CAFE,ETOBICOKE,133-27,2133349984,Chinese,213,1,False
86 JOY CAFE_1_50162404,50162404,86 JOY CAFE,RICHMOND HILL,8608,7188335300,Chinese,718,1,False
87 LUDLOW_1_50129113,50129113,87 LUDLOW,TORONTO,87,2125107605,Fusion,212,1,False
876 CARIBBEAN EATERY_1_50146434,50146434,876 CARIBBEAN EATERY,ETOBICOKE,153-41,5164761065,Caribbean,516,1,False
88 BAKERY & CAFE_1_50132327,50132327,88 BAKERY & CAFE,ETOBICOKE,82-79,7187818069,Bakery Products/Desserts,718,1,False
88 CANTEEN_1_50143760,50143760,88 CANTEEN,ETOBICOKE,58-46,7183741992,Chinese,718,1,False
88 CHINA GARDEN INC_1_50172717,50172717,88 CHINA GARDEN INC,RICHMOND HILL,2014,3476538198,,347,1,False
88 CHINESE RESTAURANT_1_50129235,50129235,88 CHINESE RESTAURANT,TORONTO,473,2122811288,Chinese,212,1,False
88 COFFEE COMPANY_1_50170342,50170342,88 COFFEE COMPANY,TORONTO,348,8605930461,,860,1,False
88 POCHA_1_50173098,50173098,88 POCHA,TORONTO,630,9175447501,,917,1,False
886_1_50079290,50079290,886,TORONTO,26,6468820231,Asian/Asian Fusion,646,1,False
888 HUDSON THAI_1_50132389,50132389,888 HUDSON THAI,TORONTO,812,9177449591,Thai,917,1,False
888 KITCHEN_1_41502643,41502643,888 KITCHEN,ETOBICOKE,60-92,7188948889,Chinese,718,1,False
8TH STREET WINECELLAR_1_41273802,41273802,8TH STREET WINECELLAR,TORONTO,28,2122609463,American,212,1,False
9 BOB NOTE_1_50134602,50134602,9 BOB NOTE,RICHMOND HILL,272,9173481263,American,917,1,False
9 PLUS KTV & PARTY_1_50096292,50096292,9 PLUS KTV & PARTY,ETOBICOKE,136-28,7188085337,Chinese,718,1,False
919 CAFE BY DB_1_50140983,50140983,919 CAFE BY DB,TORONTO,919,6465197096,American,646,1,False
94 CORNER CAFE_1_41490195,41490195,94 CORNER CAFE,TORONTO,2518,2122801900,American,212,1,False
94 NAGALE PIZZA_1_50164458,50164458,94 NAGALE PIZZA,TORONTO,94,9297468652,Pizza,929,1,False
95 SOUTH_1_41310341,41310341,95 SOUTH,RICHMOND HILL,778,3477506180,American,347,1,False
95TH AND AMSTERDAM INC_1_50172711,50172711,95TH AND AMSTERDAM INC,TORONTO,720,9172799926,,917,1,False
96 TEARS_1_41304210,41304210,96 TEARS,TORONTO,110,2126149798,American,212,1,False
969 NYC COFFEE_1_50055324,50055324,969 NYC COFFEE,ETOBICOKE,37-61,6462037304,Japanese,646,1,False
97 HAPPY KTV INC_1_50178013,50178013,97 HAPPY KTV INC,TORONTO,97,9176915759,,917,1,False
98K CHICKEN & BURGERS_2_50175006,50175006,98K CHICKEN & BURGERS,RICHMOND HILL,7002,5162669898,Chinese,516,2,True
98K CHICKEN & BURGERS_2_50178655,50178655,98K CHICKEN & BURGERS,ETOBICOKE,25-08,9295657898,,929,2,True
